round,data_idle_p0,data_idle_p1,data_idle_p2,data_gate_p0,data_gate_p1,data_gate_p2,data_idle_z_p0,data_idle_z_p1,data_idle_z_p2,data_gate_z_p0,data_gate_z_p1,data_gate_z_p2,ancilla_gate,prep_error,meas_error,leakage_error,correlated_gate,correlated_phase,data_crosstalk,data_crosstalk_z,correction_error,correction_phase_error,decoder_proxy_p0,decoder_proxy_p1,decoder_proxy_p2,decoder_proxy_meas,calib_p0,calib_p1,calib_p2,calib_meas,calibration_fresh,calibration_period,calibration_phase,source
42,1.902058724283627e-06,1.472034177972038e-05,0.0016333775994959961,6.851288138895206e-06,0.008254916352188016,0.010656171988919636,4.152584016620804e-05,0.0018583609042457918,0.00035011325558800024,0.0032569107796450824,0.0029733774467932666,0.0028390879484973355,0.0018076524098401322,0.0012002718965404876,0.01257641333136944,0.0011659845610314833,0.007542501566580913,0.0038262507832904566,0.0061251575228469905,0.002894688087467842,0.0009093875234987137,0.0002784863342444567,0.019673629870676557,0.031251236544912464,0.03327562792220451,0.03263726177992182,0.015165462441164753,0.025720229543320556,0.026412690379320897,0.03129650854449696,0,4,0,synthetic_h2_circuit_trace
43,2.263809471059598e-06,9.417405595750435e-06,0.0016383187849331902,8.09563378064307e-06,0.009239970960838588,0.011286414442508826,4.0803252533107654e-05,0.0017526951187221485,0.00045650162874474366,0.0036459555782757083,0.0028043121899554374,0.0032880243018649728,0.0018452789289429069,0.0012125353546184289,0.012633886193515548,0.0012718962444318853,0.008434389426794826,0.004272194713397412,0.006849816409270794,0.003229146035048059,0.0009227658414019225,0.0002819702711984173,0.021984295818109234,0.034901397216518415,0.03617625890614973,0.03456422906170106,0.015165462441164753,0.025720229543320556,0.026412690379320897,0.03129650854449696,0,4,0,synthetic_h2_circuit_trace
44,2.846545364075217e-06,6.287859457196451e-06,0.0016408655951787284,1.0104245722972362e-05,0.010261053064825276,0.011925813952994954,4.056640363080462e-05,0.00161952293229691,0.0005899106640722854,0.004046868444677632,0.0025912366916750556,0.0037881157759930453,0.0018839749263194476,0.001225147383393005,0.01270310770918011,0.0013808183111214077,0.009351627883127645,0.004730813941563822,0.00759507265504121,0.0035731104561728664,0.0009365244182469146,0.00028555323391846735,0.024357987652576907,0.03866463390118202,0.03913914908057603,0.03655324460310094,0.02291543609226383,0.04287528919602513,0.03188312872856361,0.036238646765845706,1,4,0,synthetic_h2_circuit_trace
45,3.7759705248311207e-06,4.39903882739054e-06,0.0016418249906477785,1.3301903604489053e-05,0.01129827033650496,0.012566970737829957,4.059632728397362e-05,0.0014594786654611477,0.0007499250072548789,0.004452816101345247,0.002335165864737836,0.00433406713852987,0.0019231152621344786,0.0012379042335845707,0.01278120846151588,0.0014909911082303842,0.010279398806150605,0.005194699403075302,0.008348886529997367,0.003921024552306476,0.0009504409820922592,0.00028917733908652584,0.026756837578974513,0.04247088664542653,0.042120618563136425,0.03857025894810529,0.02291543609226383,0.04287528919602513,0.03188312872856361,0.036238646765845706,0,4,0,synthetic_h2_circuit_trace
46,5.272311888811702e-06,3.235239938782454e-06,0.001641492448172406,1.8429916261861305e-05,0.012331050786149428,0.01319942247161412,4.069966139795017e-05,0.0012778019050041778,0.0009314984335978718,0.004856181764851821,0.0020444830480066843,0.004912584855624524,0.0019619952938521703,0.0012505762439221889,0.012864843574525976,0.001600431197509813,0.011200999557977374,0.0056554997789886865,0.009097687140856616,0.004266624834241515,0.0009642649933696607,0.00029277734202334913,0.02913885748688727,0.04624675579803772,0.04506866558223199,0.040577011209338175,0.02291543609226383,0.04287528919602513,0.03188312872856361,0.036238646765845706,0,4,0,synthetic_h2_circuit_trace
47,7.726194153733496e-06,2.5076352107145963e-06,0.001639766170635552,2.679638619370597e-05,0.013337988434858766,0.01381034580714419,4.074161173543739e-05,0.0010845462820666628,0.0011247121061978998,0.005248813237958897,0.0017352740513066603,0.005502129840761066,0.0019998497135639975,0.0012629139807171547,0.012950296040393001,0.0017069843789208818,0.012098289506702165,0.006104144753351082,0.009826735224195509,0.004603108565013311,0.0009777243426005325,0.00029628238088555533,0.03145951104132805,0.04991576600844483,0.047925091526125785,0.04253209429356395,0.02291543609226383,0.04287528919602513,0.03188312872856361,0.036238646765845706,0,4,0,synthetic_h2_circuit_trace
48,1.1840015532517387e-05,2.0522550936776067e-06,0.0016361077293738052,4.0739589396277265e-05,0.01429711864217108,0.014384804040228417,4.068013118354027e-05,0.0008927272161958679,0.001316592652620592,0.005622321722985862,0.0014283635459133885,0.0060760007535445165,0.002035876088762462,0.001274655910411469,0.0130336066593084,0.0018083919535535962,0.012952248029925022,0.0065311240149625105,0.01052057652431408,0.004923343011221883,0.0009905337204488753,0.0002996181563668946,0.033673875207391846,0.0533997888232306,0.050627122601554664,0.04439225796569873,0.0281931581230702,0.04927696825608138,0.04185714943021411,0.04747268214676789,1,4,0,synthetic_h2_circuit_trace
49,1.8890602784813546e-05,1.7751137200718262e-06,0.0016293342834951146,6.448281909760572e-05,0.015186457499162854,0.014905474796840273,4.057840429129468e-05,0.0007149339669360662,0.001494487628772639,0.005968385281138803,0.0011438943470977057,0.006607937230516745,0.0020692621983048705,0.001285537309077143,0.013110725489966241,0.0019023676693025984,0.013743622478337672,0.0069268112391688355,0.011163568263649358,0.0052201084293766265,0.0010024043371750651,0.00030270946280600654,0.03573960735626125,0.05662115860125516,0.053108383312090335,0.046113895417090524,0.0281931581230702,0.04927696825608138,0.04185714943021411,0.04747268214676789,0,4,0,synthetic_h2_circuit_trace
50,3.120837526884884e-05,1.6223774219790408e-06,0.0016171692473091722,0.00010568134296351342,0.01598469593802852,0.015351584948982512,4.05864098266587e-05,0.0005601588218215603,0.001649254768351781,0.006279029340742601,0.0008962541149144963,0.007077444118662812,0.002099215926055495,0.0012953000055291985,0.013177677854662216,0.0019866818659339857,0.01445363676575988,0.007281818382879939,0.011740454872179902,0.005486363787159955,0.0010130545514863982,0.00030548295611624953,0.037621109920911944,0.05950516239797754,0.05529875250743821,0.047654643971607055,0.0281931581230702,0.04927696825608138,0.04185714943021411,0.04747268214676789,0,4,0,synthetic_h2_circuit_trace
51,5.301043565618931e-05,1.56366701403184e-06,0.001595425897329779,0.00017808531494870592,0.016671967404659014,0.01569659473194669,4.090504179949421e-05,0.0004324147631817779,0.0017766801950187283,0.006546890262500462,0.0006918636210908446,0.0074722898803308724,0.0021249962117206225,0.00130370246900524,0.01323073646181222,0.002059248595954345,0.015064725018562906,0.007587362509281452,0.01223696407758236,0.0057155218819610895,0.0010222208752784436,0.0003078700196037614,0.039295471543996374,0.06198266229807248,0.05712234567823671,0.04897501982463787,0.0281931581230702,0.04927696825608138,0.04185714943021411,0.04747268214676789,0,4,0,synthetic_h2_circuit_trace
52,9.169237885476175e-05,1.581716224323036e-06,0.0015567259049209155,0.0003056088634543356,0.017230621148869113,0.015904265255541932,4.175599218209439e-05,0.0003313304454996355,0.0018769135623182703,0.006765481769043129,0.0005301287127994168,0.007787827543674787,0.00214594338893535,0.0013105296971344844,0.01326659025400712,0.002118211020706911,0.015561250700689777,0.007835625350344889,0.012640391194310444,0.005901719012758666,0.0010296687605103466,0.00030980957304956947,0.04076056893682467,0.06399265088841766,0.05849299633385574,0.050040001188596556,0.037220559890060255,0.0638259874148609,0.05499603352736197,0.0494257135717774,1,4,0,synthetic_h2_circuit_trace
53,0.0001592946958929091,1.663854989352115e-06,0.0014890414491177389,0.0005267959593331249,0.01764593946751893,0.015924078461519067,4.337195602119349e-05,0.0002537835719126058,0.001952844472066201,0.006929469642622748,0.00040605371506016925,0.008024604378869378,0.0021615071851810667,0.001315602341836792,0.013282500276623428,0.0021620202249541137,0.015930170315403062,0.00802008515770153,0.012940138381264987,0.006040063868276147,0.001035202554731046,0.0003112506652945432,0.042043732162169944,0.06548456623916565,0.05930859153438972,0.050820474375623335,0.037220559890060255,0.0638259874148609,0.05499603352736197,0.0494257135717774,0,4,0,synthetic_h2_circuit_trace
54,0.00027247085073926454,1.7919510863077978e-06,0.0013757371981744277,0.0008941867806497853,0.01790674311632991,0.01569177335895531,4.600831407127165e-05,0.00019553714066438278,0.0020084545452643456,0.007034939368011233,0.0003128594250630124,0.00818590303349238,0.0021712707277443725,0.0013187845334870548,0.013276433253208146,0.0021895027892063824,0.016161602435422168,0.008135801217711083,0.013128176978780512,0.006126850913283312,0.0010386740365313327,0.00031215469701336785,0.04320244837661502,0.06642021659456432,0.05945276974432656,0.05129446317269896,0.037220559890060255,0.0638259874148609,0.05499603352736197,0.0494257135717774,0,4,0,synthetic_h2_circuit_trace
55,0.0004466699620659856,1.9309863683056242e-06,0.0012013990515657086,0.0014549128869361927,0.018005846542092648,0.015149783992738402,4.997104603501132e-05,0.00015235826461537286,0.0020476706893496157,0.007079633175510385,0.00024377322338459654,0.008276044175712505,0.002174969094821671,0.0013199899272011372,0.013247164650197686,0.0021999130076461853,0.016249267432809984,0.008179633716404991,0.01319940478915811,0.006159725287303743,0.0010399890114921497,0.00031249713840941404,0.044295800625426485,0.06677521482663196,0.05882602544172133,0.05144807291421951,0.037220559890060255,0.0638259874148609,0.05499603352736197,0.0494257135717774,0,4,0,synthetic_h2_circuit_trace
56,0.0006807820543025013,2.0269473070504436e-06,0.0009671909983904485,0.0022013629453240167,0.017940369105790468,0.014300485054168519,5.5656684116119504e-05,0.00012057896924996654,0.0020737643466339144,0.007063137831768573,0.00019292635079994644,0.008299513766887678,0.002172501259656911,0.0013191855957400303,0.0131943447509997,0.0021929665086638976,0.01619077059927493,0.008150385299637464,0.01315187611191088,0.006137788974728098,0.001039111558989124,0.0003122686351534177,0.04530880457342301,0.06653993573471395,0.05742573738384671,0.05127609613730572,0.04454827927857671,0.06524481230927555,0.06088079881408041,0.04895596238027014,1,4,0,synthetic_h2_circuit_trace
57,0.0009426810687831763,2.031815068501231e-06,0.0007052871161483225,0.0030268374397875164,0.017711943693213668,0.013256122604170067,6.3603993009598e-05,9.726770729771877e-05,0.0020891282996926834,0.006987014881589252,0.00015562833167635,0.008260639917203933,0.002163934676088911,0.0013163935240586083,0.013118523513178465,0.002168853162324343,0.015987710840626047,0.008048855420313023,0.012986890058008661,0.0060616415652347665,0.0010360656626093906,0.00031147543297119554,0.04608287844456238,0.06572009756975006,0.05542165633055762,0.05078224556061847,0.04454827927857671,0.06524481230927555,0.06088079881408041,0.04895596238027014,0,4,0,synthetic_h2_circuit_trace
58,0.0011814178785750594,1.9429125502223936e-06,0.0004666392088747184,0.0037678362663346146,0.017326770946429457,0.01219650689869838,7.456038236019073e-05,8.019400434518969e-05,0.0020952456132946194,0.006854875137719282,0.0001283104069523035,0.008163520499802089,0.0021495022150016443,0.001311689610815351,0.013021132577487089,0.002128228457041665,0.01564560805929823,0.007877804029649115,0.012708931548179814,0.005933353022236836,0.0010309341208894734,0.0003101390939816337,0.046379265099058986,0.06433684366897852,0.05309361496472986,0.049979001132277795,0.04454827927857671,0.06524481230927555,0.06088079881408041,0.04895596238027014,0,4,0,synthetic_h2_circuit_trace
59,0.0013619312029393398,1.8054560933834524e-06,0.00028626334096727707,0.004315656451530973,0.016795347586914283,0.011248921730258647,8.956751192012019e-05,6.771154660764434e-05,0.0020927209414722354,0.006672406568928557,0.00010833847457223091,0.008011995327681551,0.0021295916458790067,0.001305200240138343,0.012904425525283947,0.0020721838921038704,0.015173653828243119,0.007641826914121559,0.012325468735447534,0.005756370185591169,0.0010238548074236469,0.0003082955227665747,0.04605072612411165,0.06242590715320828,0.05065152387115135,0.04888707972498993,0.04454827927857671,0.06524481230927555,0.06088079881408041,0.04895596238027014,0,4,0,synthetic_h2_circuit_trace
60,0.001480500900325974,1.6744658173427673e-06,0.00016782463385668322,0.00466291820118321,0.016131873227443073,0.010434589814984517,0.00011006922984653865,5.8626971178895005e-05,0.0020813037989745663,0.006447367487985288,9.3803153886232e-05,0.007809555164238468,0.0021047283265936867,0.0012970966397786831,0.012771380119814655,0.0020021982526340814,0.014584301074813318,0.0073471505374066584,0.011846619623285821,0.005535362903054994,0.0010150145161221997,0.0003059933635734895,0.045114094973346064,0.060035866896636314,0.04815349052054063,0.04753455736091215,0.03465386850140602,0.06496494833702264,0.04633960301461318,0.04799225096309835,1,4,0,synthetic_h2_circuit_trace
61,0.0015517613088297311,1.5869857869263846e-06,9.665170538334243e-05,0.004859597229382349,0.015353540445175137,0.0097132565671185,0.0001380388154876441,5.208298675241516e-05,0.0020598781977599406,0.006189551377806307,8.333277880386425e-05,0.007559154597148817,0.0020755521798989434,0.0012875873771522482,0.012625568604089142,0.0019200728026785064,0.013892718338345319,0.007001359169172659,0.011284708649905571,0.0052760193768794945,0.0010046407750751798,0.0003032918685091614,0.04368242538252076,0.05722599253064342,0.045570886581141834,0.045955693289461357,0.03465386850140602,0.06496494833702264,0.04633960301461318,0.04799225096309835,0,4,0,synthetic_h2_circuit_trace
62,0.0015926210562301878,1.562285162225071e-06,5.5816658607587205e-05,0.004961314414829478,0.014479806700056549,0.00903829378786173,0.0001761072692953322,4.746371972972884e-05,0.0020264290109749394,0.005910708742242241,7.594195156756614e-05,0.007262955782823981,0.0020427903643106503,0.0012769094520716196,0.012471003980498446,0.0018278543588003497,0.013116141968845052,0.006613070984422526,0.010653740349686604,0.004984803238316894,0.0009929921295326757,0.000300258367065801,0.04188374590745392,0.05406392413657157,0.042869695164232335,0.04418952156240677,0.03465386850140602,0.06496494833702264,0.04633960301461318,0.04799225096309835,0,4,0,synthetic_h2_circuit_trace
63,0.0016155985071863463,1.6130778923387974e-06,3.2788414921314793e-05,0.005008670447856855,0.01353163287789693,0.008379194886225813,0.00022764385307132688,4.432091934850214e-05,0.001978035227580171,0.005624364775412617,7.091347095760342e-05,0.0069220953716271965,0.002007227266012355,0.0012653185163299528,0.012311971428931954,0.0017277508228495909,0.012273164823996556,0.006191582411998278,0.009968821419497202,0.004668686808998708,0.0009803474723599484,0.00029696548759373655,0.039827049151367255,0.05062316227495334,0.04004307309534738,0.042278287848717025,0.03465386850140602,0.06496494833702264,0.04633960301461318,0.04799225096309835,0,4,0,synthetic_h2_circuit_trace
64,0.0016284562517489222,1.7558224162804579e-06,1.978792583479775e-05,0.005026639399278214,0.012530693127199016,0.007722297352990292,0.0002966893808777103,4.231669172282383e-05,0.001910993927399466,0.005345391504513396,6.770670675651813e-05,0.006536653494631331,0.001969673533456945,0.0012530787812748564,0.012152854554238191,0.0016220440201010304,0.011383002274534993,0.005746501137267496,0.009245564348059681,0.004334875852950623,0.0009669950341180249,0.00029348829013490233,0.03759922297558671,0.04698040044000262,0.03711112569957242,0.04026581624360144,0.040118989908206164,0.037562731436874955,0.03268165257443309,0.04879534035900299,1,4,0,synthetic_h2_circuit_trace
65,0.0016356225551283632,2.0192622684585843e-06,1.2358182603178347e-05,0.005029401612390121,0.011498598175271924,0.007065350123637683,0.00038758027930793155,4.1178889202685534e-05,0.001821240831489383,0.005089092768774147,6.588622272429685e-05,0.00610610270315548,0.0019309358453242834,0.0012404531644019886,0.011997965978317338,0.0015130046016535378,0.010464775592871898,0.005287387796435949,0.008499505169208417,0.003990540847326962,0.0009532216338930784,0.00028990146715965586,0.035270565000619425,0.043212832507214416,0.03411135399782339,0.03819589222314315,0.040118989908206164,0.037562731436874955,0.03268165257443309,0.04879534035900299,0,4,0,synthetic_h2_circuit_trace
66,0.0016395137977278245,2.454418363692268e-06,8.031783908483165e-06,0.005024684050195116,0.01045618435215669,0.006412455050143125,0.0005040732585047238,4.066792452847689e-05,0.0017052588169667998,0.004869513778412219,6.506867924556302e-05,0.00563055451057878,0.0018917889544633065,0.0012276941777510037,0.011851390957830152,0.0014028133533041222,0.009536849290982084,0.0048234246454910415,0.0077455650489229415,0.0036425684841182807,0.0009393027393647313,0.0002862767550428987,0.03289975264938294,0.03939560067981385,0.031089678183564673,0.03611074356715187,0.040118989908206164,0.037562731436874955,0.03268165257443309,0.04879534035900299,0,4,0,synthetic_h2_circuit_trace
67,0.0016413929201400486,3.1504411180180107e-06,5.456638741933777e-06,0.005016538930850755,0.009422918119988768,0.005770649237529254,0.0006478926037283628,4.0557689397329335e-05,0.0015615497068743075,0.004696863912943877,6.489230303572694e-05,0.0051129336359835315,0.0018529513041729265,0.0012150359806193244,0.011716851321145312,0.0012934925598941632,0.00861625313595085,0.004363126567975425,0.006997580672960064,0.003297344925981568,0.0009254937970392627,0.00028268067631230797,0.030536634228977566,0.035599549536770914,0.02809403385086806,0.03404969137744292,0.040118989908206164,0.037562731436874955,0.03268165257443309,0.04879534035900299,0,4,0,synthetic_h2_circuit_trace
68,0.0016418477085675786,4.262788036108043e-06,3.889503396313462e-06,0.00500688026889093,0.008416464522324968,0.005147832232956093,0.0008169941283015151,4.0636045163782465e-05,0.0013923698265347023,0.004574533365895646,6.501767226205194e-05,0.004561607980036396,0.0018150651947734177,0.0012026879153335585,0.011597595224747712,0.0011868501778807316,0.007718212024258792,0.003914106012129396,0.0062679222697102676,0.0029605795090970467,0.0009120231803638819,0.0002791727032197609,0.0282233633655532,0.03188945094268614,0.025170168388229053,0.032048029086712226,0.02790663181459855,0.023485907090223433,0.024559693439320764,0.02906176943153385,1,4,0,synthetic_h2_circuit_trace
69,0.0016410174880651797,6.0649721105560596e-06,2.9175398242642396e-06,0.0049962116658601894,0.007452474877657233,0.004551565146939948,0.0010043994368968375,4.0727473525597664e-05,0.0012048730895775643,0.004497075881854128,6.516395764095625e-05,0.003992108931052094,0.0017786821183432787,0.0011908297274600317,0.011496316201343854,0.0010844385553366366,0.006855798360729571,0.0034828991803647854,0.005567211168092776,0.0026371743852735886,0.0008990869754109436,0.0002758038998465999,0.025994573820945166,0.028322880445261656,0.022358977662142676,0.030136169824609076,0.02790663181459855,0.023485907090223433,0.024559693439320764,0.02906176943153385,0,4,0,synthetic_h2_circuit_trace
70,0.0016386469886076663,9.044707601908854e-06,2.308303790424866e-06,0.00498380697761606,0.00654467226836798,0.0039884016994322135,0.001198699184163661,4.0729208166349287e-05,0.0010105716076699897,0.004450918050430679,6.516673306615885e-05,0.0034261998263925703,0.0017442535093062793,0.0011796085511813059,0.011415102887005738,0.000987528396565823,0.006039712813185879,0.0030748564065929394,0.0049041416607135254,0.002331142304944704,0.0008868456921977882,0.0002726160656765073,0.023877011929598457,0.024949979164486047,0.019694902411722892,0.02833908321227215,0.02790663181459855,0.023485907090223433,0.024559693439320764,0.02906176943153385,0,4,0,synthetic_h2_circuit_trace
71,0.0016339876663715501,1.4083085279369221e-05,1.9292483490806444e-06,0.004967415097795057,0.005705365533805679,0.003463545988962031,0.001386609591266557,4.063954208875391e-05,0.0008227508666446892,0.004418408908747324,6.502326734200626e-05,0.002887711074289241,0.0017121268078337949,0.0011691376262569406,0.011355418839443104,0.0008970976813099407,0.0052781910005047636,0.0026940955002523817,0.00428540518791012,0.002045571625189286,0.0008754228650075714,0.00026964137109572174,0.02188872709735168,0.021814459470239633,0.01720508665101994,0.026676023248313058,0.02790663181459855,0.023485907090223433,0.024559693439320764,0.02906176943153385,0,4,0,synthetic_h2_circuit_trace
72,0.0016255097734691336,2.278592890981684e-05,1.7042976210499405e-06,0.00494237856479164,0.004946619741387648,0.0029807182323050513,0.0015565123805367162,4.055834115478489e-05,0.0006529292783084991,0.004383493864398329,6.489334584765582e-05,0.002396882599250444,0.0016825464267841744,0.0011594966131741014,0.011318110134661616,0.0008138343865036013,0.004577026412661906,0.002343513206330953,0.0037157089602877984,0.0017826349047482145,0.0008649053961899286,0.00026690244692446056,0.02003761331293452,0.018956451092358217,0.014909111815223475,0.025160531020589336,0.021498075801728293,0.018841822123528945,0.014804973077386561,0.02066814420348516,1,4,0,synthetic_h2_circuit_trace
73,0.0016103297937873776,3.808014514814911e-05,1.590061064473587e-06,0.00489986900511932,0.004282455450566452,0.0025421576293672447,0.0017010946967649012,4.065938115801644e-05,0.0005082459220770821,0.004335992681915807,6.50550098528263e-05,0.001966222880389021,0.001655658969683868,0.0011507332938228904,0.011303437059285104,0.0007381511739249621,0.003939694096210207,0.0020248470481051034,0.003197876453170793,0.0015436352860788275,0.0008553454114431532,0.0002644128675633211,0.018318778055931295,0.01641814353667881,0.012819176174974745,0.023800680885298894,0.021498075801728293,0.018841822123528945,0.014804973077386561,0.02066814420348516,0,4,0,synthetic_h2_circuit_trace
74,0.0015832202645876257,6.521754735049828e-05,1.5621880618762819e-06,0.00482381550023234,0.003732547065480979,0.0021487161452778468,0.0018179551182010507,4.1154091120329794e-05,0.00039089079067861977,0.004272658777236846,6.584654579252766e-05,0.0015996613994537672,0.0016315218781396768,0.001142866389912191,0.011311125263046513,0.0006702097310598307,0.003367555629977522,0.001738777814988761,0.0027330139493567367,0.0013290833612415705,0.0008467633344496628,0.0002621779516795997,0.016709999841308498,0.01425342167270105,0.010940613193671123,0.022599527479753308,0.021498075801728293,0.018841822123528945,0.014804973077386561,0.02066814420348516,0,4,0,synthetic_h2_circuit_trace
75,0.001535182427794222,0.00011321138015450295,1.6061920512752193e-06,0.004686428339908483,0.003327483072439922,0.0018000087385036396,0.001908498359123963,4.2268259312888405e-05,0.0002992333815631482,0.004195526513268927,6.762921490062144e-05,0.0012944370809800279,0.0016101145955146638,0.0011358892015010755,0.01134043121984899,0.0006099521947820164,0.00286012374553277,0.0014850618727663852,0.002320725543245376,0.0011387964045747887,0.0008391518561829916,0.00026019579588098743,0.01516506944470497,0.012541631838974387,0.009272651349216954,0.021555704004934298,0.021498075801728293,0.018841822123528945,0.014804973077386561,0.02066814420348516,0,4,0,synthetic_h2_circuit_trace
76,0.0014522374319234123,0.0001960539101864006,1.7086578901868277e-06,0.004444266672086009,0.0031133122425393168,0.0014945907519506552,0.0019762025313139974,4.424083578948261e-05,0.00022955663289652006,0.004109271032758682,7.078533726317216e-05,0.0010439670288174942,0.0015913513161847136,0.001129773762312055,0.011390216746567337,0.0005571370381495637,0.002415364531785799,0.0012626822658928997,0.0019593586820759617,0.0009720116994196746,0.0008324804679767869,0.0002584584552022883,0.013608165637833292,0.01139958278772868,0.0078093213511361,0.020664119686031605,0.011962146872276612,0.012334454671846271,0.006480669713402878,0.022458663506175328,1,4,0,synthetic_h2_circuit_trace
77,0.0013170288381376292,0.0003311249118639481,1.8462499984229239e-06,0.00404277489939744,0.0031464043788630666,0.0012301391499102124,0.002025131523937265,4.7342477963643173e-05,0.00017752599809909176,0.0040189675626261185,7.574796474182906e-05,0.0008402966857631859,0.0015750944369886262,0.0011244752239074043,0.01145902759444351,0.0005113769337457628,0.002030016284174845,0.0010700081420874225,0.0016462632308920616,0.0008275061065655668,0.0008267002442626227,0.000256953188610058,0.011942201020711418,0.010968648881175769,0.006540425773289171,0.019916705827631172,0.011962146872276612,0.012334454671846271,0.006480669713402878,0.022458663506175328,0,4,0,synthetic_h2_circuit_trace
78,0.0011182164592278135,0.0005298077326750978,1.975808097088683e-06,0.0034448101532743546,0.0034613895962829194,0.001003636169850763,0.0020590084238187685,5.190834880780255e-05,0.00013908322737342933,0.003928747528727245,8.305335809248407e-05,0.0006756289142383557,0.0015611679263095174,0.0011199362130193983,0.01154517168375471,0.00047217638516753007,0.0016999064014107802,0.0009049532007053901,0.001378048951146259,0.0007037149005290424,0.0008217485960211618,0.00025566369688051087,0.010096477856036734,0.01133268595638115,0.005452524053625507,0.0193031647295836,0.011962146872276612,0.012334454671846271,0.006480669713402878,0.022458663506175328,0,4,0,synthetic_h2_circuit_trace
79,0.0008679852582362448,0.0007799737579270122,2.040983836743114e-06,0.002684917640114609,0.0040109870951878695,0.0008115981850938053,0.0020807822284976433,5.8382362179903084e-05,0.00011083540932245345,0.0038412363470148184,9.341177948784492e-05,0.000543040070214918,0.0015493699610653639,0.0011160909502731557,0.011646793311064486,0.00043896729781361715,0.001420250928956776,0.000765125464478388,0.0011508288797773805,0.0005988440983587909,0.0008175537639343517,0.0002545712926912374,0.008116379349515146,0.012364110872260858,0.004529961936951543,0.018811683016288102,0.011962146872276612,0.012334454671846271,0.006480669713402878,0.022458663506175328,0,4,0,synthetic_h2_circuit_trace
80,0.000609048205962159,0.001038944511112145,2.0072829256960896e-06,0.0018926184549557142,0.004641996685315905,0.0006503827010076975,0.0020924972683685514,6.737399353975303e-05,9.012873809169553e-05,0.00375746282541743,0.00010779838966360482,0.00043668254953796166,0.0015394843367598184,0.001112868969018015,0.011761940529835556,0.0004111410960646745,0.0011859250194919961,0.0006479625097459981,0.0009604390783372468,0.0005109718823094985,0.00081403887529238,0.0002536559571073906,0.006201996924470321,0.01366362867373816,0.003755967479520339,0.01842957967264765,0.0078003224055614535,0.015045167028890206,0.0024776809056125462,0.016547452347480614,1,4,0,synthetic_h2_circuit_trace
81,0.00039022378907987813,0.001257883146129703,1.8930647904191224e-06,0.0012187647724932278,0.005179822924153774,0.0005164559346315028,0.002095297708980907,7.973147503148978e-05,7.497081598760348e-05,0.003676968497446923,0.00012757036005038363,0.0003517334220640748,0.0015312903157253276,0.001110198325125292,0.011888623805463938,0.00038807644426388545,0.0009916963727485094,0.0005508481863742547,0.0008026283028581639,0.00043813613978069103,0.0008111254455912276,0.0002528972514560489,0.004587642029049377,0.014778013479269325,0.003113607707149413,0.018143868326627153,0.0078003224055614535,0.015045167028890206,0.0024776809056125462,0.016547452347480614,0,4,0,synthetic_h2_circuit_trace
82,0.0002344406176785178,0.001413807091996144,1.7522903253383876e-06,0.0007362462712590527,0.005539280358543891,0.000406465280363405,0.002089461346535574,9.663573359293015e-05,6.390291987149602e-05,0.0035979457359564407,0.00015461717374868822,0.0002842500871511951,0.0015245707310731682,0.0011080082382756993,0.012024864903359342,0.00036916205783558455,0.0008324173291417649,0.00047120866457088246,0.0006732140799276839,0.0003784064984281618,0.0008087362599371265,0.00025227506769196,0.0033793762125443605,0.01548338160424112,0.002586347679654044,0.017941722250111845,0.0078003224055614535,0.015045167028890206,0.0024776809056125462,0.016547452347480614,0,4,0,synthetic_h2_circuit_trace
83,0.0001361194371082648,0.0015122458813565916,1.6346815351436109e-06,0.0004300018744645224,0.005733943439676628,0.0003172045452719949,0.002074411063089373,0.00011971660950158714,5.587232740903983e-05,0.0035173215414189916,0.00019154657520253942,0.0002310127527658888,0.0015191182989030424,0.0011062311492721028,0.012168735728680012,0.0003538144709863415,0.0007031744925165602,0.0004065872462582801,0.0005682042751697052,0.0003299404346937101,0.0008067976173877485,0.00025177021286139286,0.0025392756920085136,0.015808233084034562,0.002158345011917029,0.01781083853052893,0.0078003224055614535,0.015045167028890206,0.0024776809056125462,0.016547452347480614,0,4,0,synthetic_h2_circuit_trace
84,7.831475386625365e-05,0.0015701157858273034,1.5694603064432553e-06,0.0002489518374742138,0.0058171084189695,0.00024563248014698984,0.00204869243614487,0.00015118390037183348,5.012366348329678e-05,0.0034307692575822404,0.00024189424059493356,0.00018938454710930975,0.0015147402025473648,0.0011048042141635855,0.012318387462303466,0.0003414909405036932,0.0005993973937153116,0.00035469869685765586,0.0004838853823936907,0.00029102402264324185,0.0008052409609057297,0.00025136483356920044,0.0019712550815292884,0.01588256153691181,0.001814735038902171,0.017739704470340876,0.002315393215777672,0.013937871656391133,0.0011281829195436376,0.017071277434467635,1,4,0,synthetic_h2_circuit_trace
85,4.545768384509407e-05,0.0016029703023956294,1.5720137592765912e-06,0.00014546124109029722,0.00583782968586609,0.00018894476262509626,0.00200994187716394,0.00019394550986297871,4.611261297308149e-05,0.003332688747777716,0.00031031281578076594,0.000157195712410796,0.001511261096773272,0.0011036702833927701,0.01247207081123078,0.0003316979020284689,0.00051692970129237,0.00031346485064618506,0.00041688038230005067,0.00026009863798463875,0.0008040039455193856,0.00025104269414567333,0.0015861279807387607,0.015825945016053833,0.0015419146288615515,0.01771777428280437,0.002315393215777672,0.013937871656391133,0.0011281829195436376,0.017071277434467635,0,4,0,synthetic_h2_circuit_trace
